"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","total_monthly_quota","organization","repository","cost_center_name","aic_quantity","aic_gross_amount","input","output","cache_read","cache_write"
"2025-10-13","user069_emu","copilot","copilot_ai_credit","GPT-5","7","ai-credits","0.01","0.07","0.07","0","1900","org005_emu","","cost_center_001","0","0","10384","1468","88089","0"
"2025-10-13","user070_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","66.3","ai-credits","0.01","0.663","0.663","0","1900","org003_emu","","cost_center_003","0","0","14","6161","135195","141329"
"2025-10-13","user071_emu","copilot","copilot_ai_credit","Claude Opus 4.1","53.04","ai-credits","0.01","0.5304","0.5304","0","3900","org001_emu","","cost_center_002","0","0","5","5854","368937","31929"
"2025-10-13","user072_emu","copilot","coding_agent_ai_credit","Coding Agent model","31.05","ai-credits","0.01","0.3105","0.3105","0","1900","org005_emu","","cost_center_002","0","0","22204","1805","226375","8498"
"2025-10-13","user072_emu","copilot","copilot_ai_credit","GPT-5","3.45","ai-credits","0.01","0.0345","0.0345","0","1900","org005_emu","","cost_center_002","0","0","5731","523","49282","0"
"2025-10-13","user073_emu","copilot","coding_agent_ai_credit","Coding Agent model","42.075","ai-credits","0.01","0.42075","0.42075","0","1900","org005_emu","","","0","0","22","4054","701613","39835"
"2025-10-13","user074_emu","copilot","copilot_ai_credit","Code Review model","25.6","ai-credits","0.01","0.256","0.256","0","1900","org002_emu","","cost_center_004","0","0","23528","9485","468754","0"
"2025-10-13","user075_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","78","ai-credits","0.01","0.78","0.78","0","1900","org005_emu","","cost_center_001","0","0","14971","8839","431741","126128"
"2025-10-13","user076_emu","copilot","copilot_ai_credit","GPT-5","6.8","ai-credits","0.01","0.068","0.068","0","1900","org002_emu","","cost_center_004","0","0","11004","1032","100071","0"
"2025-10-13","user077_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","195","ai-credits","0.01","1.95","1.95","0","3900","org005_emu","","cost_center_002","0","0","26","6650","1122784","403559"
"2025-10-13","user078_emu","copilot","copilot_ai_credit","Claude Sonnet 4","51.52","ai-credits","0.01","0.5152","0.5152","0","3900","org002_emu","","","0","0","11","1381","193845","116348"
"2025-10-13","user078_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","169.26","ai-credits","0.01","1.6926","1.6926","0","3900","org002_emu","","","0","0","212377","70365","0","0"
"2025-10-13","user079_emu","copilot","copilot_ai_credit","Claude Sonnet 4","116.38","ai-credits","0.01","1.1638","1.1638","0","3900","org004_emu","","cost_center_002","0","0","23","12096","667254","208563"
"2025-10-13","user079_emu","copilot","coding_agent_ai_credit","Coding Agent model","42.075","ai-credits","0.01","0.42075","0.42075","0","3900","org004_emu","","cost_center_002","0","0","12482","3433","323233","22298"
"2025-10-13","user080_emu","copilot","copilot_ai_credit","GPT-5","34.5","ai-credits","0.01","0.345","0.345","0","3900","org002_emu","","cost_center_002","0","0","111277","3951","30136","0"
"2025-10-13","user081_emu","copilot","coding_agent_ai_credit","Coding Agent model","45.9","ai-credits","0.01","0.459","0.459","0","1900","org001_emu","","cost_center_001","0","0","128557","13528","2327945","29924"
"2025-10-13","user082_emu","copilot","coding_agent_ai_credit","Coding Agent model","77.625","ai-credits","0.01","0.77625","0.77625","0","3900","org001_emu","","","0","0","41","7480","1294419","73493"
"2025-10-13","user082_emu","copilot","coding_agent_ai_credit","Coding Agent model","169.65","ai-credits","0.01","1.6965","1.6965","0","3900","org001_emu","","","0","0","96388","16040","2491318","142804"
"2025-10-13","user083_emu","copilot","copilot_ai_credit","Code Review model","62.72","ai-credits","0.01","0.6272","0.6272","0","3900","org001_emu","","cost_center_001","0","0","67116","16571","1587195","0"
"2025-10-13","user084_emu","copilot","copilot_ai_credit","GPT-5","41.4","ai-credits","0.01","0.414","0.414","0","3900","org001_emu","","cost_center_001","0","0","53164","3720","901187","0"
"2025-10-14","power-user-001_emu","copilot","copilot_ai_credit","Claude Haiku 4.5","0.561","ai-credits","0.01","0.00561","0","0.00561","1900","","","","0","0","3860","95","12768","0"
"2025-10-14","power-user-001_emu","copilot","copilot_ai_credit","Claude Opus 4.5","237.6","ai-credits","0.01","2.376","0","2.376","1900","","","","0","0","9","15358","0","318719"
"2025-10-14","power-user-001_emu","copilot","copilot_ai_credit","Gemini 3 Pro","5.95","ai-credits","0.01","0.0595","0","0.0595","1900","","","","0","0","22508","536","40273","0"
"2025-10-14","power-user-002_emu","copilot","copilot_ai_credit","Claude Opus 4.5","90.72","ai-credits","0.01","0.9072","0.9072","0","1900","","","","0","0","34","6038","403987","88654"
"2025-10-14","user001_emu","copilot","copilot_ai_credit","Claude Sonnet 4","133.4","ai-credits","0.01","1.334","1.334","0","3900","org001_emu","","","0","0","40","11261","1308029","206014"
"2025-10-14","user001_emu","copilot","copilot_ai_credit","GPT-5","1.3","ai-credits","0.01","0.013","0.013","0","3900","org001_emu","","","0","0","1992","355","10802","0"
"2025-10-14","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","121.68","ai-credits","0.01","1.2168","1.2168","0","3900","org002_emu","","cost_center_004","0","0","33","25537","1746500","82587"
"2025-10-14","user003_emu","copilot","copilot_ai_credit","Claude Sonnet 4","133.4","ai-credits","0.01","1.334","1.334","0","1900","org003_emu","","","0","0","59758","11293","1753056","122512"
"2025-10-14","user005_emu","copilot","coding_agent_ai_credit","Coding Agent model","27","ai-credits","0.01","0.27","0.27","0","3900","org005_emu","","cost_center_005","0","0","31","3108","534300","16797"
"2025-10-14","user006_emu","copilot","copilot_ai_credit","Claude Sonnet 4","5.29","ai-credits","0.01","0.0529","0.0529","0","1900","org006_emu","","","0","0","2","769","50026","7025"
"2025-10-14","user007_emu","copilot","copilot_ai_credit","Claude Sonnet 4","6.44","ai-credits","0.01","0.0644","0.0644","0","3900","org007_emu","","","0","0","1","594","8565","14112"
"2025-10-14","user055_emu","copilot","copilot_ai_credit","Code Review model","22.4","ai-credits","0.01","0.224","0.224","0","1900","org004_emu","","cost_center_002","0","0","25330","7569","421186","0"
"2025-10-14","user056_emu","copilot","copilot_ai_credit","Claude Opus 4.1","190.44","ai-credits","0.01","1.9044","1.9044","0","3900","org003_emu","","","0","0","73","22920","1734300","74223"
"2025-10-14","user057_emu","copilot","copilot_ai_credit","Claude Opus 4.1","13.44","ai-credits","0.01","0.1344","0.1344","0","1900","org003_emu","","cost_center_003","0","0","6","997","136137","6620"
"2025-10-14","user057_emu","copilot","copilot_ai_credit","Claude Opus 4.1","32.64","ai-credits","0.01","0.3264","0.3264","0","1900","org003_emu","","cost_center_003","0","0","22232","1553","12443","27232"
"2025-10-14","user058_emu","copilot","copilot_ai_credit","GPT-5","46","ai-credits","0.01","0.46","0.46","0","3900","org001_emu","","cost_center_003","0","0","81119","4510","758227","0"
"2025-10-14","user059_emu","copilot","copilot_ai_credit","Code Review model","178.88","ai-credits","0.01","1.7888","1.7888","0","3900","org003_emu","","cost_center_002","0","0","203358","49032","4265574","0"
"2025-10-14","user060_emu","copilot","copilot_ai_credit","Code Review model","48","ai-credits","0.01","0.48","0.48","0","1900","org004_emu","","cost_center_001","0","0","44619","10808","1432006","0"
"2025-10-14","user061_emu","copilot","copilot_ai_credit","Claude Sonnet 4","169.28","ai-credits","0.01","1.6928","1.6928","0","3900","org004_emu","","cost_center_002","0","0","443909","19688","219185","0"
"2025-10-14","user061_emu","copilot","coding_agent_ai_credit","Coding Agent model","288","ai-credits","0.01","2.88","2.88","0","3900","org004_emu","","cost_center_002","0","0","249235","122887","7272078","571433"
"2025-10-14","user062_emu","copilot","copilot_ai_credit","Code Review model","128.8","ai-credits","0.01","1.288","1.288","0","3900","org005_emu","","cost_center_004","0","0","98460","52541","2172149","0"
"2025-10-14","user063_emu","copilot","copilot_ai_credit","Claude Sonnet 4","203.32","ai-credits","0.01","2.0332","2.0332","0","3900","org004_emu","","","0","0","104","26878","2971985","196832"
"2025-10-14","user064_emu","copilot","copilot_ai_credit","GPT-5","32","ai-credits","0.01","0.32","0.32","0","3900","org002_emu","","cost_center_003","0","0","64094","4438","372802","0"
"2025-10-14","user065_emu","copilot","copilot_ai_credit","Claude Opus 4.1","6.72","ai-credits","0.01","0.0672","0.0672","0","1900","org005_emu","","cost_center_004","0","0","3536","547","30142","3325"
"2025-10-14","user065_emu","copilot","coding_agent_ai_credit","Coding Agent model","30.6","ai-credits","0.01","0.306","0.306","0","1900","org005_emu","","cost_center_004","0","0","44805","4413","511187","0"
"2025-10-14","user066_emu","copilot","copilot_ai_credit","Claude Opus 4.1","77.28","ai-credits","0.01","0.7728","0.7728","0","3900","org001_emu","","cost_center_001","0","0","33","6895","657304","43458"
"2025-10-14","user067_emu","copilot","copilot_ai_credit","Code Review model","49.92","ai-credits","0.01","0.4992","0.4992","0","1900","org005_emu","","cost_center_001","0","0","7","3654","246615","45522"
"2025-10-14","user068_emu","copilot","copilot_ai_credit","Claude Sonnet 4","122.36","ai-credits","0.01","1.2236","1.2236","0","3900","org001_emu","","","0","0","89","21888","1370923","128998"
"2025-10-14","user069_emu","copilot","copilot_ai_credit","Code Review model","14.72","ai-credits","0.01","0.1472","0.1472","0","1900","org005_emu","","cost_center_001","0","0","12306","8663","25061","0"
"2025-10-14","user069_emu","copilot","copilot_ai_credit","Code Review model","17.92","ai-credits","0.01","0.1792","0.1792","0","1900","org005_emu","","cost_center_001","0","0","20372","4912","427320","0"
"2025-10-14","user070_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","39.78","ai-credits","0.01","0.3978","0.3978","0","1900","org003_emu","","cost_center_003","0","0","15","6892","679269","24159"
"2025-10-14","user070_emu","copilot","copilot_ai_credit","GPT-5","14.3","ai-credits","0.01","0.143","0.143","0","1900","org003_emu","","cost_center_003","0","0","21741","4873","62180","0"
"2025-10-14","user071_emu","copilot","copilot_ai_credit","Claude Opus 4.1","81.6","ai-credits","0.01","0.816","0.816","0","3900","org001_emu","","cost_center_002","0","0","23","4730","651174","59529"
"2025-10-14","user072_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","26.52","ai-credits","0.01","0.2652","0.2652","0","1900","org005_emu","","cost_center_002","0","0","4","1660","431325","29572"
"2025-10-14","user072_emu","copilot","copilot_ai_credit","GPT-5","9.1","ai-credits","0.01","0.091","0.091","0","1900","org005_emu","","cost_center_002","0","0","16077","1426","117694","0"
"2025-10-14","user073_emu","copilot","copilot_ai_credit","GPT-5","8.5","ai-credits","0.01","0.085","0.085","0","1900","org005_emu","","","0","0","12558","1118","147309","0"
"2025-10-14","user074_emu","copilot","copilot_ai_credit","Claude Sonnet 4","50.6","ai-credits","0.01","0.506","0.506","0","1900","org002_emu","","cost_center_004","0","0","11","8106","635031","51699"
"2025-10-14","user075_emu","copilot","copilot_ai_credit","Claude Opus 4.1","10.2","ai-credits","0.01","0.102","0.102","0","1900","org005_emu","","cost_center_001","0","0","16740","732","0","0"
"2025-10-14","user075_emu","copilot","copilot_ai_credit","GPT-5","8.5","ai-credits","0.01","0.085","0.085","0","1900","org005_emu","","cost_center_001","0","0","14191","1137","129862","0"
"2025-10-14","user076_emu","copilot","copilot_ai_credit","Claude Sonnet 4","58.19","ai-credits","0.01","0.5819","0.5819","0","1900","org002_emu","","cost_center_004","0","0","25","6223","449814","94276"
"2025-10-14","user077_emu","copilot","copilot_ai_credit","Claude Sonnet 4","138.46","ai-credits","0.01","1.3846","1.3846","0","3900","org005_emu","","cost_center_002","0","0","23459","9873","633245","260307"
"2025-10-14","user078_emu","copilot","copilot_ai_credit","GPT-5","42.55","ai-credits","0.01","0.4255","0.4255","0","3900","org002_emu","","","0","0","50034","3900","967682","0"
"2025-10-14","user079_emu","copilot","coding_agent_ai_credit","Coding Agent model","122.4","ai-credits","0.01","1.224","1.224","0","3900","org004_emu","","cost_center_002","0","0","7568","30757","1783545","54636"
"2025-10-14","user080_emu","copilot","copilot_ai_credit","Claude Sonnet 4","197.8","ai-credits","0.01","1.978","1.978","0","3900","org002_emu","","cost_center_002","0","0","78","59000","1044150","207874"
"2025-10-14","user081_emu","copilot","copilot_ai_credit","Claude Opus 4.1","6.12","ai-credits","0.01","0.0612","0.0612","0","1900","org001_emu","","cost_center_001","0","0","1","1180","15217","3854"
"2025-10-14","user081_emu","copilot","copilot_ai_credit","Code Review model","19.2","ai-credits","0.01","0.192","0.192","0","1900","org001_emu","","cost_center_001","0","0","43610","4933","266438","0"
"2025-10-14","user082_emu","copilot","copilot_ai_credit","Claude Opus 4.1","78","ai-credits","0.01","0.78","0.78","0","3900","org001_emu","","","0","0","21","15382","337223","36279"
"2025-10-14","user082_emu","copilot","copilot_ai_credit","Claude Sonnet 4","68.77","ai-credits","0.01","0.6877","0.6877","0","3900","org001_emu","","","0","0","90319","25225","127916","0"
"2025-10-14","user083_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","294.06","ai-credits","0.01","2.9406","2.9406","0","3900","org001_emu","","cost_center_001","0","0","39","13483","167998","716758"
"2025-10-14","user084_emu","copilot","copilot_ai_credit","GPT-5","54.6","ai-credits","0.01","0.546","0.546","0","3900","org001_emu","","cost_center_001","0","0","134312","6495","451178","0"
"2025-10-15","power-user-001_emu","copilot","copilot_ai_credit","Claude Opus 4.5","100.8","ai-credits","0.01","1.008","0","1.008","1900","","","","0","0","19","12354","661574","58923"
"2025-10-15","power-user-002_emu","copilot","copilot_ai_credit","Claude Opus 4.5","56.16","ai-credits","0.01","0.5616","0.5616","0","1900","","","","0","0","1","1376","160000","71552"
"2025-10-15","power-user-002_emu","copilot","copilot_ai_credit","Claude Opus 4.5","3.36","ai-credits","0.01","0.0336","0.0336","0","1900","","","","0","0","1","200","5643","4126"
"2025-10-15","power-user-002_emu","copilot","copilot_ai_credit","Claude Opus 4.5","32.64","ai-credits","0.01","0.3264","0","0.3264","1900","","","","0","0","8","2156","299256","19655"
"2025-10-15","power-user-002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","5.46","ai-credits","0.01","0.0546","0","0.0546","1900","","","","0","0","1","694","43921","8271"
"2025-10-15","power-user-002_emu","copilot","copilot_ai_credit","Code Review model","3.68","ai-credits","0.01","0.0368","0","0.0368","1900","","","","0","0","5436","914","82834","0"
"2025-10-15","power-user-003_emu","copilot","copilot_ai_credit","Claude Opus 4.5","3.36","ai-credits","0.01","0.0336","0.0336","0","1900","","","","0","0","1","585","18306","1569"
"2025-10-15","power-user-003_emu","copilot","copilot_ai_credit","Claude Opus 4.5","69.36","ai-credits","0.01","0.6936","0","0.6936","1900","","","","0","0","15","10121","206598","53954"
"2025-10-15","power-user-004_emu","copilot","copilot_ai_credit","Claude Opus 4.5","182.16","ai-credits","0.01","1.8216","0","1.8216","1900","","","","0","0","3","2596","251323","260964"
"2025-10-15","power-user-004_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","53.82","ai-credits","0.01","0.5382","0","0.5382","1900","","","","0","0","12","6055","498248","79429"
"2025-10-15","power-user-004_emu","copilot","copilot_ai_credit","Code Review model","3.2","ai-credits","0.01","0.032","0","0.032","1900","","","","0","0","5256","1020","48669","0"
"2025-10-15","power-user-005_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","258.57","ai-credits","0.01","2.5857","0","2.5857","1900","","","","0","0","211176","119593","527570","0"
"2025-10-15","power-user-006_emu","copilot","copilot_ai_credit","Claude Opus 4.5","166.32","ai-credits","0.01","1.6632","0","1.6632","1900","","","","0","0","2","5803","21733","241160"
"2025-10-15","power-user-007_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","218.4","ai-credits","0.01","2.184","0","2.184","1900","","","","0","0","490428","16379","1556798","0"
"2025-10-15","user001_emu","copilot","copilot_ai_credit","Claude Sonnet 4","47.84","ai-credits","0.01","0.4784","0.4784","0","3900","org001_emu","","","0","0","27","5027","619849","57856"
"2025-10-15","user001_emu","copilot","copilot_ai_credit","GPT-5-Codex","0.7","ai-credits","0.01","0.007","0.007","0","3900","org001_emu","","","0","0","1851","91","14213","0"
"2025-10-15","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","145.86","ai-credits","0.01","1.4586","1.4586","0","3900","org002_emu","","","0","0","101","31195","1245078","164491"
"2025-10-15","user003_emu","copilot","copilot_ai_credit","Claude Sonnet 4","119.6","ai-credits","0.01","1.196","1.196","0","1900","org003_emu","","","0","0","33","12945","745685","207473"
"2025-10-15","user005_emu","copilot","coding_agent_ai_credit","Coding Agent model","23.4","ai-credits","0.01","0.234","0.234","0","3900","org005_emu","","cost_center_005","0","0","5291","3359","156468","9045"
"2025-10-15","user005_emu","copilot","coding_agent_ai_credit","Coding Agent model","22.5","ai-credits","0.01","0.225","0.225","0","3900","org005_emu","","","0","0","56624","2181","245039","2097"
"2025-10-15","user007_emu","copilot","copilot_ai_credit","Code Review model","4.16","ai-credits","0.01","0.0416","0.0416","0","3900","org007_emu","","","0","0","3346","1135","83015","638"
"2025-10-15","user007_emu","copilot","coding_agent_ai_credit","Coding Agent model","3.825","ai-credits","0.01","0.03825","0.03825","0","3900","org007_emu","","","0","0","69","345","33979","6047"
"2025-10-15","user008_emu","spark","copilot_ai_credit","Claude Sonnet 4.5","10.92","ai-credits","0.01","0.1092","0.1092","0","3900","org008_emu","","","0","0","3","1018","60515","20203"
"2025-10-15","user008_emu","copilot","coding_agent_ai_credit","Coding Agent model","11.7","ai-credits","0.01","0.117","0.117","0","3900","org008_emu","","","0","0","723","2940","170486","5223"
"2025-10-15","user055_emu","copilot","coding_agent_ai_credit","Coding Agent model","76.5","ai-credits","0.01","0.765","0.765","0","1900","org004_emu","","cost_center_002","0","0","1388","6895","679580","120945"
"2025-10-15","user056_emu","copilot","copilot_ai_credit","GPT-5","71.3","ai-credits","0.01","0.713","0.713","0","3900","org003_emu","","","0","0","207753","11107","108033","0"
"2025-10-15","user057_emu","copilot","copilot_ai_credit","Code Review model","29.12","ai-credits","0.01","0.2912","0.2912","0","1900","org003_emu","","cost_center_003","0","0","25847","12364","416422","0"
"2025-10-15","user058_emu","copilot","copilot_ai_credit","Claude Opus 4.1","132.48","ai-credits","0.01","1.3248","1.3248","0","3900","org001_emu","","cost_center_003","0","0","11","10721","484380","130323"
"2025-10-15","user059_emu","copilot","copilot_ai_credit","Claude Opus 4.1","84","ai-credits","0.01","0.84","0.84","0","3900","org003_emu","","cost_center_002","0","0","19","12988","434373","47681"
"2025-10-15","user060_emu","copilot","copilot_ai_credit","Claude Sonnet 4","36.8","ai-credits","0.01","0.368","0.368","0","1900","org004_emu","","cost_center_001","0","0","10","3047","213568","68853"
"2025-10-15","user060_emu","copilot","copilot_ai_credit","GPT-5","19.5","ai-credits","0.01","0.195","0.195","0","1900","org004_emu","","cost_center_001","0","0","32534","1167","384660","0"
"2025-10-15","user061_emu","copilot","coding_agent_ai_credit","Coding Agent model","211.5","ai-credits","0.01","2.115","2.115","0","3900","org004_emu","","cost_center_002","0","0","449971","34584","4147389","0"
"2025-10-15","user062_emu","copilot","copilot_ai_credit","Claude Sonnet 4","82.8","ai-credits","0.01","0.828","0.828","0","3900","org005_emu","","cost_center_004","0","0","167","10044","1235052","81688"
"2025-10-15","user062_emu","copilot","copilot_ai_credit","Claude Sonnet 4","190.44","ai-credits","0.01","1.9044","1.9044","0","3900","org005_emu","","cost_center_004","0","0","30","53860","2186514","117453"
"2025-10-15","user063_emu","copilot","copilot_ai_credit","GPT-5","34","ai-credits","0.01","0.34","0.34","0","3900","org004_emu","","","0","0","70058","4535","387311","0"
"2025-10-15","user064_emu","copilot","copilot_ai_credit","Claude Sonnet 4","82.8","ai-credits","0.01","0.828","0.828","0","3900","org002_emu","","cost_center_003","0","0","38","11022","550123","132673"
"2025-10-15","user064_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","280.8","ai-credits","0.01","2.808","2.808","0","3900","org002_emu","","cost_center_003","0","0","29","11445","2006134","542508"
"2025-10-15","user065_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","101.4","ai-credits","0.01","1.014","1.014","0","1900","org005_emu","","cost_center_004","0","0","96360","32709","572904","16642"
"2025-10-15","user066_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","99.45","ai-credits","0.01","0.9945","0.9945","0","3900","org001_emu","","cost_center_001","0","0","11","6644","329788","212232"
"2025-10-15","user066_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","260.13","ai-credits","0.01","2.6013","2.6013","0","3900","org001_emu","","cost_center_001","0","0","106","41399","2900450","295964"
"2025-10-15","user067_emu","copilot","copilot_ai_credit","GPT-5","4","ai-credits","0.01","0.04","0.04","0","1900","org005_emu","","cost_center_001","0","0","4410","759","70342","0"
"2025-10-15","user067_emu","copilot","copilot_ai_credit","GPT-5","8.05","ai-credits","0.01","0.0805","0.0805","0","1900","org005_emu","","cost_center_001","0","0","13235","1203","117479","0"
"2025-10-15","user068_emu","copilot","coding_agent_ai_credit","Coding Agent model","45.9","ai-credits","0.01","0.459","0.459","0","3900","org001_emu","","","0","0","14387","4133","756687","33824"
"2025-10-15","user068_emu","copilot","coding_agent_ai_credit","Coding Agent model","103.5","ai-credits","0.01","1.035","1.035","0","3900","org001_emu","","","0","0","12906","9919","947927","44175"
"2025-10-15","user069_emu","copilot","copilot_ai_credit","Code Review model","33.12","ai-credits","0.01","0.3312","0.3312","0","1900","org005_emu","","cost_center_001","0","0","37652","9078","789780","0"
"2025-10-15","user070_emu","copilot","copilot_ai_credit","Code Review model","19.04","ai-credits","0.01","0.1904","0.1904","0","1900","org003_emu","","cost_center_003","0","0","9423","3323","169557","12299"
"2025-10-15","user071_emu","copilot","copilot_ai_credit","GPT-5","27.6","ai-credits","0.01","0.276","0.276","0","3900","org001_emu","","cost_center_002","0","0","25656","2791","680001","0"
"2025-10-15","user072_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","53.82","ai-credits","0.01","0.5382","0.5382","0","1900","org005_emu","","cost_center_002","0","0","102554","14274","54782","0"
"2025-10-15","user072_emu","copilot","copilot_ai_credit","Code Review model","8.16","ai-credits","0.01","0.0816","0.0816","0","1900","org005_emu","","cost_center_002","0","0","13014","2740","116976","0"
"2025-10-15","user073_emu","copilot","copilot_ai_credit","Claude Sonnet 4","52.9","ai-credits","0.01","0.529","0.529","0","1900","org005_emu","","","0","0","456","4399","423916","89193"
"2025-10-15","user074_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","40.56","ai-credits","0.01","0.4056","0.4056","0","1900","org002_emu","","cost_center_004","0","0","133679","208","4798","0"
"2025-10-15","user074_emu","copilot","coding_agent_ai_credit","Coding Agent model","36.225","ai-credits","0.01","0.36225","0.36225","0","1900","org002_emu","","cost_center_004","0","0","14","1509","256980","31354"
"2025-10-15","user075_emu","copilot","copilot_ai_credit","Claude Opus 4.1","18.48","ai-credits","0.01","0.1848","0.1848","0","1900","org005_emu","","cost_center_001","0","0","1","1819","18191","20834"
"2025-10-15","user076_emu","copilot","coding_agent_ai_credit","Coding Agent model","45","ai-credits","0.01","0.45","0.45","0","1900","org002_emu","","cost_center_004","0","0","47421","3129","238056","0"
"2025-10-15","user076_emu","copilot","copilot_ai_credit","GPT-5","5","ai-credits","0.01","0.05","0.05","0","1900","org002_emu","","cost_center_004","0","0","10015","693","58250","0"
"2025-10-15","user077_emu","copilot","coding_agent_ai_credit","Coding Agent model","75.6","ai-credits","0.01","0.756","0.756","0","3900","org005_emu","","cost_center_002","0","0","40","7285","1260652","71575"
"2025-10-15","user078_emu","copilot","copilot_ai_credit","GPT-5","11.05","ai-credits","0.01","0.1105","0.1105","0","3900","org002_emu","","","0","0","22603","1767","109918","0"
"2025-10-15","user078_emu","copilot","copilot_ai_credit","GPT-5","26","ai-credits","0.01","0.26","0.26","0","3900","org002_emu","","","0","0","29411","5991","386453","0"
"2025-10-15","user079_emu","copilot","coding_agent_ai_credit","Coding Agent model","97.65","ai-credits","0.01","0.9765","0.9765","0","3900","org004_emu","","cost_center_002","0","0","207753","15968","1914858","0"
"2025-10-15","user080_emu","copilot","copilot_ai_credit","GPT-5","36.8","ai-credits","0.01","0.368","0.368","0","3900","org002_emu","","cost_center_002","0","0","52446","9351","386458","0"
"2025-10-15","user081_emu","copilot","coding_agent_ai_credit","Coding Agent model","34.425","ai-credits","0.01","0.34425","0.34425","0","1900","org001_emu","","cost_center_001","0","0","1053","6383","589734","18248"
"2025-10-15","user082_emu","copilot","copilot_ai_credit","Code Review model","80","ai-credits","0.01","0.8","0.8","0","3900","org001_emu","","","0","0","74200","28578","1543208","0"
"2025-10-15","user083_emu","copilot","copilot_ai_credit","Claude Sonnet 4","137.54","ai-credits","0.01","1.3754","1.3754","0","3900","org001_emu","","cost_center_001","0","0","75","20264","961265","208758"
"2025-10-15","user084_emu","copilot","coding_agent_ai_credit","Coding Agent model","117","ai-credits","0.01","1.17","1.17","0","3900","org001_emu","","cost_center_001","0","0","384285","20188","1227822","0"
"2025-10-16","power-user-001_emu","copilot","copilot_ai_credit","Claude Opus 4.5","851.76","ai-credits","0.01","8.5176","0","8.5176","1900","","","","0","0","195","61794","6894781","563902"
"2025-10-16","power-user-001_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","17.94","ai-credits","0.01","0.1794","0","0.1794","1900","","","","0","0","42452","483","149332","0"
"2025-10-16","power-user-002_emu","copilot","copilot_ai_credit","Claude Opus 4.5","7.2","ai-credits","0.01","0.072","0","0.072","1900","","","","0","0","2","865","41848","4712"
"2025-10-16","power-user-002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","165.75","ai-credits","0.01","1.6575","0","1.6575","1900","","","","0","0","46","25619","1716855","202137"
"2025-10-16","power-user-002_emu","copilot","copilot_ai_credit","Code Review model","4.16","ai-credits","0.01","0.0416","0","0.0416","1900","","","","0","0","6024","1184","89930","0"
"2025-10-16","power-user-003_emu","copilot","copilot_ai_credit","Claude Opus 4.5","612","ai-credits","0.01","6.12","0","6.12","1900","","","","0","0","100","72688","1214853","591179"
"2025-10-16","power-user-004_emu","copilot","copilot_ai_credit","Claude Opus 4.5","74.88","ai-credits","0.01","0.7488","0","0.7488","1900","","","","0","0","20","5493","424671","63846"
"2025-10-16","power-user-005_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","1500.72","ai-credits","0.01","15.0072","0","15.0072","1900","","","","0","0","140","189271","3279351","2982376"
"2025-10-16","power-user-005_emu","copilot","copilot_ai_credit","Code Review model","6.4","ai-credits","0.01","0.064","0","0.064","1900","","","","0","0","8155","2505","83783","0"
"2025-10-16","power-user-006_emu","copilot","copilot_ai_credit","Claude Opus 4.5","262.08","ai-credits","0.01","2.6208","0","2.6208","1900","","","","0","0","16","20735","1119204","246838"
"2025-10-16","power-user-007_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","679.38","ai-credits","0.01","6.7938","0","6.7938","1900","","","","0","0","1710735","59835","2546923","0"
"2025-10-16","user001_emu","copilot","copilot_ai_credit","GPT-5-Codex","2.3","ai-credits","0.01","0.023","0.023","0","3900","org001_emu","","","0","0","5478","189","61546","0"
"2025-10-16","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 3.7","0.7","ai-credits","0.01","0.007","0.007","0","3900","org002_emu","","","0","0","1","103","10630","604"
"2025-10-16","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4","109.48","ai-credits","0.01","1.0948","1.0948","0","3900","org002_emu","","","0","0","20","20152","1133852","120615"
"2025-10-16","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","212.16","ai-credits","0.01","2.1216","2.1216","0","3900","org002_emu","","","0","0","70","55672","2055223","178596"
"2025-10-16","user002_emu","copilot","copilot_ai_credit","GPT-5","18.2","ai-credits","0.01","0.182","0.182","0","3900","org002_emu","","","0","0","68840","174","29150","0"
